Склад,Штабель,Марка,Максимальная температура,Пикет,Дата акта,Смена
4,44,A1,37.0,4013-4023,2020-06-12,921.0
6,1,A1,59.3,6017-6056,2020-06-12,921.0
6,1,A1,35.3,6062-6085,2020-06-12,921.0
6,4,A1,35.0,6086-6104,2020-06-12,921.0
3,55,A1,29.0,3014-3034,2020-06-13,
3,34,A1,25.9,3046-3085,2020-06-13,
3,48,A1,27.1,3086-3102,2020-06-13,
3,50,А,28.5,3109-3120,2020-06-13,
4,6,A1,29.8,4116-4120,2020-06-13,
4,47,A1,26.8,4078-4116,2020-06-13,
4,40,A1,28.3,4064-4073,2020-06-13,
4,23,A1,27.7,4047-4062,2020-06-13,
4,39,A1,27.1,4024-4044,2020-06-13,
6,1,A1,86.5,6017-6056,2020-06-13,
6,1,A1,30.7,6062-6085,2020-06-13,
6,4,A1,214.4,6086-6104 I,2020-06-13,
3,55,A1,35.2,3014-3034,2020-06-13,921.0
3,34,A1,35.6,3046-3085,2020-06-13,921.0
3,48,A1,36.2,3086-3102,2020-06-13,921.0
4,6,A1,37.8,4116-4120,2020-06-13,921.0
4,47,A1,35.4,4078-4116,2020-06-13,921.0
4,40,A1,38.2,4064-4073,2020-06-13,921.0
4,23,A1,39.2,4047-4062,2020-06-13,921.0
4,39,A1,38.5,4024-4044,2020-06-13,921.0
6,1,A1,151.0,6017-6056,2020-06-13,921.0
6,1,A1,34.4,6062-6085,2020-06-13,921.0
6,4,A1,235.5,6086-6104,2020-06-13,921.0
3,55,A1,41.8,3014-3034,2020-06-14,219.0
3,34,A1,34.1,3046-3085,2020-06-14,219.0
3,48,A1,36.0,3086-3102,2020-06-14,219.0
4,6,A1,33.0,4116-4120,2020-06-14,219.0
4,47,A1,36.7,4078-4116,2020-06-14,219.0
4,40,A1,30.6,4064-4073,2020-06-14,219.0
4,23,A1,39.4,4047-4062,2020-06-14,219.0
4,39,A1,28.7,4024-4044,2020-06-14,219.0
6,1,A1,77.1,6017-6056,2020-06-14,219.0
6,1,A1,107.5,6062-6085,2020-06-14,219.0
6,4,A1,114.6,6086-6104,2020-06-14,219.0
3,55,A1,38.6,3014-3034,2020-06-14,921.0
3,34,A1,35.4,3046-3085,2020-06-14,921.0
3,48,A1,37.8,3086-3102,2020-06-14,921.0
4,6,A1,32.8,4116-4120,2020-06-14,921.0
4,47,A1,34.5,4078-4116,2020-06-14,921.0
4,40,A1,37.2,4064-4073,2020-06-14,921.0
4,23,A1,37.2,4047-4062,2020-06-14,921.0
4,39,A1,34.1,4024-4044,2020-06-14,921.0
6,1,A1,202.3,6017-6056,2020-06-14,921.0
6,1,A1,221.8,6062-6085,2020-06-14,921.0
6,4,A1,66.3,6086-6104 !)J3kq - дог,2020-06-14,921.0
3,55,A1,29.2,3014-3034,2020-06-15,219.0
3,34,A1,33.8,3046-3085,2020-06-15,219.0
3,48,A1,29.9,3086-3102,2020-06-15,219.0
4,6,A1,29.6,4116-4120,2020-06-15,219.0
4,47,A1,29.4,4078-4116,2020-06-15,219.0
4,40,A1,31.5,4064-4073,2020-06-15,219.0
4,23,A1,28.3,4047-4062,2020-06-15,219.0
4,39,A1,27.1,4024-4044,2020-06-15,219.0
6,1,A1,292.2,6017-6056,2020-06-15,219.0
6,1,A1,71.4,6062-6085,2020-06-15,219.0
6,4,A1,55.3,6086-6104,2020-06-15,219.0
3,55,A1,36.0,3014-3045,2020-06-15,921.0
3,34,A1,41.2,3047-3085,2020-06-15,921.0
3,48,A1,33.5,3086-3104,2020-06-15,921.0
4,6,A1,34.5,4116-4120,2020-06-15,921.0
4,47,A1,36.8,4082-4116,2020-06-15,921.0
4,40,A1,35.8,4065-4076,2020-06-15,921.0
4,23,A1,40.4,4051-4062,2020-06-15,921.0
4,39,A1,36.0,4020-4046,2020-06-15,921.0
6,1,A1,197.3,6019-6056,2020-06-15,921.0
6,1,A1,84.7,.               6062-6085,2020-06-15,921.0
6,4,A1,35.8,\        6087-6104,2020-06-15,921.0
3,55,A1,36.5,3014-3045,2020-06-16,219.0
3,34,A1,38.5,3047-3085,2020-06-16,219.0
3,48,A1,30.7,3086-3104,2020-06-16,219.0
4,6,A1,33.2,4116-4120,2020-06-16,219.0
4,47,A1,31.1,4082-4116,2020-06-16,219.0
4,40,A1,30.5,4065-4076,2020-06-16,219.0
4,23,A1,28.8,4051-4062,2020-06-16,219.0
4,39,A1,30.1,4020-4046,2020-06-16,219.0
6,1,A1,84.8,6019-6056,2020-06-16,219.0
6,1,A1,33.2,6062-6085,2020-06-16,219.0
6,4,A1,34.6,6087-6104,2020-06-16,219.0
3,55,A1,29.2,3014-3045,2020-06-17,
3,34,A1,31.2,3047-3085,2020-06-17,
3,48,A1,24.7,3086-3104,2020-06-17,
4,6,A1,34.0,4116-4120,2020-06-17,
4,47,A1,24.2,4082-4116,2020-06-17,
4,40,A1,27.6,4065-4076,2020-06-17,
4,23,A1,32.5,4051-4062,2020-06-17,
4,39,A1,32.5,4020-4046,2020-06-17,
6,1,A1,288.0,6019-6056,2020-06-17,
6,1,A1,299.0,6062-6085,2020-06-17,
6,4,A1,83.9,6087-6104,2020-06-17,
3,48,A1,39.4,3092-3105,2020-06-17,921.0
3,34,A1,38.5,3047-3087,2020-06-17,921.0
3,55,A1,39.5,3016-3046,2020-06-17,921.0
4,6,A1,36.2,4117-4120,2020-06-17,921.0
4,47,A1,34.5,4081-4116,2020-06-17,921.0
4,40,A1,33.8,4068-4076,2020-06-17,921.0
4,23,A1,34.8,4050-4062,2020-06-17,921.0
4,39,A1,38.1,4016-4046,2020-06-17,921.0
6,4,A1,57.3,6087-6104,2020-06-17,921.0
6,1,A1,35.8,6062-6085,2020-06-17,921.0
6,1,A1,193.4,6019-6056,2020-06-17,921.0
3,48,A1,30.0,3092-3105,2020-06-18,219.0
3,34,A1,34.4,3047-3087,2020-06-18,219.0
3,55,A1,32.0,3016-3046,2020-06-18,219.0
4,6,A1,31.2,4117-4120,2020-06-18,219.0
4,47,A1,29.7,4081-4116,2020-06-18,219.0
4,40,A1,31.5,4068-4076,2020-06-18,219.0
4,23,A1,33.8,4050-4062,2020-06-18,219.0
4,39,A1,33.5,4016-4046,2020-06-18,219.0
6,4,A1,87.3,6087-6104,2020-06-18,219.0
6,1,A1,29.8,6062-6085,2020-06-18,219.0
6,1,A1,370.8,6019-6056,2020-06-18,219.0
3,48,A1,34.1,3092-3105,2020-06-18,921.0
3,34,A1,38.1,3053-3087,2020-06-18,921.0
3,55,A1,33.5,3016-3046,2020-06-18,921.0
4,6,A1,33.3,4117-4120,2020-06-18,921.0
4,47,A1,32.2,4078-4116,2020-06-18,921.0
4,40,A1,35.8,4067-4076,2020-06-18,921.0
4,23,A1,39.3,4050-4062,2020-06-18,921.0
4,39,A1,36.3,4016-4046,2020-06-18,921.0
6,4,A1,41.5,6087-6104,2020-06-18,921.0
6,1,A1,37.7,6062-6085,2020-06-18,921.0
6,1,A1,71.6,6019-6056,2020-06-18,921.0
3,55,A1,28.7,3016-3046,2020-06-19,219.0
3,34,A1,33.4,3053-3087,2020-06-19,219.0
3,48,A1,27.0,3092-3105,2020-06-19,219.0
4,39,A1,30.2,4016-4046,2020-06-19,219.0
4,23,A1,40.9,4050-4062,2020-06-19,219.0
4,40,A1,31.2,4067-4076,2020-06-19,219.0
4,47,A1,27.9,4078-4116,2020-06-19,219.0
4,6,A1,35.0,4117-4120,2020-06-19,219.0
6,1,A1,49.0,6019-6056,2020-06-19,219.0
6,1,A1,35.2,6062-6085,2020-06-19,219.0
6,4,A1,79.0,\        ^087-6104,2020-06-19,219.0
3,55,A1,35.5,3016-3046,2020-06-19,921.0
3,34,A1,36.8,3053-3087,2020-06-19,921.0
3,48,A1,34.5,3092-3105,2020-06-19,921.0
4,39,A1,34.6,4016-4046,2020-06-19,921.0
4,23,A1,34.3,4050-4062,2020-06-19,921.0
4,40,A1,36.7,4067-4076,2020-06-19,921.0
4,47,A1,32.0,4078-4116,2020-06-19,921.0
4,6,A1,37.3,4117-4120,2020-06-19,921.0
6,1,A1,181.7,6019-6056,2020-06-19,921.0
6,1,A1,68.9,6062-6085,2020-06-19,921.0
6,4,A1,99.8,"6087-6104 -------------------------------44X0-^ X t гГКО """" ПОР1! С F PiHf'fiT—",2020-06-19,921.0
3,55,A1,28.2,3016-3046,2020-06-20,219.0
3,34,A1,39.6,3053-3087,2020-06-20,219.0
3,48,A1,35.4,3092-3105,2020-06-20,219.0
4,39,A1,30.3,4016-4046,2020-06-20,219.0
4,23,A1,32.9,4050-4062,2020-06-20,219.0
4,40,A1,31.3,4067-4076,2020-06-20,219.0
4,47,A1,26.7,4078-4116,2020-06-20,219.0
4,6,A1,30.7,4117-4120,2020-06-20,219.0
6,1,A1,87.6,6019-6056,2020-06-20,219.0
6,1,A1,40.3,6062-6085,2020-06-20,219.0
6,4,A1,86.8,6087-6104,2020-06-20,219.0
3,55,A1,30.5,3016-3046,2020-06-20,921.0
3,34,A1,33.9,3053-3087,2020-06-20,921.0
3,48,A1,31.2,3092-3105,2020-06-20,921.0
4,39,A1,72.1,4016-4046,2020-06-20,921.0
4,23,A1,38.5,4050-4062,2020-06-20,921.0
4,40,A1,31.2,4067-4076,2020-06-20,921.0
4,47,A1,29.8,4078-4116,2020-06-20,921.0
4,6,A1,36.1,4117-4120,2020-06-20,921.0
6,1,A1,127.4,6019-6056,2020-06-20,921.0
6,1,A1,65.0,6062-6085,2020-06-20,921.0
6,4,A1,80.9,6087-6104,2020-06-20,921.0
3,55,A1,27.6,3016-3046,2020-06-21,219.0
3,34,A1,33.5,3053-3087,2020-06-21,219.0
3,48,A1,33.2,3092-3105,2020-06-21,219.0
4,39,A1,76.3,4016-4046,2020-06-21,219.0
4,23,A1,33.9,4050-4062,2020-06-21,219.0
4,40,A1,31.8,4067-4076,2020-06-21,219.0
4,47,A1,33.8,4078-4116,2020-06-21,219.0
4,6,A1,34.1,4117-4120,2020-06-21,219.0
6,1,A1,79.4,6019-6056,2020-06-21,219.0
6,1,A1,134.9,6062-6085,2020-06-21,219.0
6,4,A1,62.1,Обб'ОППО ^087т6104,2020-06-21,219.0
3,55,A1,38.4,3016-3046,2020-06-21,921.0
3,34,A1,37.3,3053-3087,2020-06-21,921.0
3,48,A1,34.3,3092-3105,2020-06-21,921.0
3,10,A1,34.8,3108-3120,2020-06-21,921.0
4,39,A1,36.9,4016-4046,2020-06-21,921.0
4,23,A1,44.2,4050-4062,2020-06-21,921.0
4,47,A1,38.6,4078-4116,2020-06-21,921.0
4,6,A1,37.9,4117-4120,2020-06-21,921.0
6,1,A1,37.6,6019-6056,2020-06-21,921.0
6,1,A1,62.9,6062-6085,2020-06-21,921.0
6,4,A1,78.8,6087-6104,2020-06-21,921.0
3,55,A1,31.1,3016-3046,2020-06-22,219.0
3,34,A1,37.2,3053-3087,2020-06-22,219.0
3,48,A1,31.5,3092-3105,2020-06-22,219.0
3,10,A1,31.2,3108-3120,2020-06-22,219.0
4,39,A1,35.0,4016-4046,2020-06-22,219.0
4,23,A1,38.3,4050-4062,2020-06-22,219.0
4,47,A1,33.1,4078-4116,2020-06-22,219.0
4,6,A1,37.1,4117-4120,2020-06-22,219.0
6,1,A1,48.2,6019-6056,2020-06-22,219.0
6,1,A1,36.1,6062-6085,2020-06-22,219.0
6,4,A1,87.1,6087-6104,2020-06-22,219.0
3,55,A1,34.6,3016-3046,2020-06-22,921.0
3,34,A1,38.3,3053-3087,2020-06-22,921.0
3,48,A1,31.4,3092-3105,2020-06-22,921.0
3,10,A1,28.6,3108-3120,2020-06-22,921.0
4,39,A1,41.5,4016-4046,2020-06-22,921.0
4,23,A1,41.9,4050-4062,2020-06-22,921.0
4,47,A1,37.6,4078-4116,2020-06-22,921.0
4,6,A1,40.7,4117-4120,2020-06-22,921.0
6,1,A1,281.0,6019-6056,2020-06-22,921.0
6,1,A1,54.3,6062-6085,2020-06-22,921.0
6,4,A1,60.4,6087-6104,2020-06-22,921.0
3,55,A1,26.8,3016-3046,2020-06-23,219.0
3,34,A1,33.3,3053-3087,2020-06-23,219.0
3,48,A1,28.3,3092-3105,2020-06-23,219.0
3,10,A1,23.1,3108-3120,2020-06-23,219.0
4,39,A1,25.8,4016-4046,2020-06-23,219.0
4,23,A1,31.0,4050-4062,2020-06-23,219.0
4,47,A1,26.7,4078-4116,2020-06-23,219.0
4,6,A1,35.7,4117-4120,2020-06-23,219.0
6,1,A1,528.0,6019-6056,2020-06-23,219.0
6,1,A1,38.4,6062-6085,2020-06-23,219.0
6,4,A1,55.6,6087-6104,2020-06-23,219.0
3,55,A1,38.6,3015-3066,2020-06-23,921.0
3,34,A1,38.4,3075-3087,2020-06-23,921.0
3,48,A1,37.9,3090-3105,2020-06-23,921.0
3,10,A1,34.4,3107-3120,2020-06-23,921.0
4,39,A1,79.2,4011-4048,2020-06-23,921.0
4,23,A1,31.9,4050-4061,2020-06-23,921.0
4,9,A1,40.4,4067-4077,2020-06-23,921.0
4,47,A1,38.7,4088-4116,2020-06-23,921.0
4,6,A1,39.5,4117-4120,2020-06-23,921.0
6,1,A1,166.8,6019-6056,2020-06-23,921.0
6,1,A1,33.4,/6)062-6085,2020-06-23,921.0
6,4,A1,150.2,//6087-6104,2020-06-23,921.0
3,55,A1,28.5,3015-3066,2020-06-24,219.0
3,34,A1,34.9,3075-3087,2020-06-24,219.0
3,48,A1,29.5,3090-3105,2020-06-24,219.0
3,10,A1,27.4,3107-3120,2020-06-24,219.0
4,39,A1,75.0,4011-4048,2020-06-24,219.0
4,23,A1,34.3,4050-4061,2020-06-24,219.0
4,9,A1,27.3,4067-4077,2020-06-24,219.0
4,47,A1,27.0,4088-4116,2020-06-24,219.0
4,6,A1,32.3,4117-4120,2020-06-24,219.0
6,1,A1,48.5,6019-6056,2020-06-24,219.0
6,1,A1,33.3,6062-6085,2020-06-24,219.0
6,4,A1,59.2,"U yth'trrdЙ.Р "" IrOPl СЕРтл 6087-6104",2020-06-24,219.0
3,55,A1,36.3,3015-3066,2020-06-24,921.0
3,34,A1,38.3,3075-3087,2020-06-24,921.0
3,48,A1,36.7,3090-3105,2020-06-24,921.0
3,10,A1,33.7,3107-3120,2020-06-24,921.0
4,39,A1,90.1,4011-4048,2020-06-24,921.0
4,23,A1,38.1,4050-4061,2020-06-24,921.0
4,9,A1,31.4,4067-4077,2020-06-24,921.0
4,47,A1,37.9,4088-4116,2020-06-24,921.0
4,6,A1,36.5,4117-4120,2020-06-24,921.0
6,1,A1,85.0,6019-6056,2020-06-24,921.0
6,1,A1,35.7,6062-6085,2020-06-24,921.0
6,4,A1,204.3,\     И   6087-6104 1 /,2020-06-24,921.0
3,55,A1,28.9,3015-3066,2020-06-25,219.0
3,34,A1,36.2,3075-3087,2020-06-25,219.0
3,48,A1,28.8,3090-3105,2020-06-25,219.0
3,10,A1,29.2,3107-3120,2020-06-25,219.0
4,39,A1,157.2,4011-4048,2020-06-25,219.0
4,23,A1,35.1,4050-4061,2020-06-25,219.0
4,9,A1,31.5,4067-4077,2020-06-25,219.0
4,47,A1,30.9,4088-4116,2020-06-25,219.0
4,6,A1,33.7,4117-4120,2020-06-25,219.0
6,1,A1,46.5,6019-6056,2020-06-25,219.0
6,1,A1,38.3,6062-6085,2020-06-25,219.0
6,4,A1,41.7,6087-6104,2020-06-25,219.0
3,55,A1,32.9,3015-3066,2020-06-25,
3,34,A1,38.8,3075-3087,2020-06-25,
3,48,A1,27.1,3090-3105,2020-06-25,
4,39,A1,70.7,4021-4048,2020-06-25,
4,23,A1,48.2,4050-4061,2020-06-25,
4,9,A1,28.5,4067-4077,2020-06-25,
4,47,A1,39.8,4088-4116,2020-06-25,
4,6,A1,38.4,4117-4120,2020-06-25,
6,1,A1,112.2,6019-6056,2020-06-25,
6,1,A1,107.2,6062-6085,2020-06-25,
6,4,A1,71.2,6087-6104,2020-06-25,
3,55,A1,32.5,3015-3066,2020-06-26,219.0
3,34,A1,31.2,3075-3087,2020-06-26,219.0
3,48,A1,31.4,3090-3105,2020-06-26,219.0
4,39,A1,80.3,4021-4048,2020-06-26,219.0
4,23,A1,240.3,4050-4061,2020-06-26,219.0
4,9,A1,29.6,4067-4077,2020-06-26,219.0
4,47,A1,57.9,4088-4116,2020-06-26,219.0
4,6,A1,34.8,4117-4120,2020-06-26,219.0
6,1,A1,294.0,6019-6056,2020-06-26,219.0
6,1,A1,287.0,6062-6085L,2020-06-26,219.0
6,4,A1,81.4,6087-6104,2020-06-26,219.0
3,55,A1,30.0,3015-3066,2020-06-26,921.0
3,34,A1,37.2,3075-3087,2020-06-26,921.0
3,48,A1,27.5,3090-3105,2020-06-26,921.0
4,39,A1,40.3,4021-4048,2020-06-26,921.0
4,23,A1,50.6,4050-4061,2020-06-26,921.0
4,9,A1,30.4,4067-4077,2020-06-26,921.0
4,47,A1,41.3,4088-4116,2020-06-26,921.0
4,6,A1,31.7,4117-4120,2020-06-26,921.0
6,1,A1,300.0,6019-6056,2020-06-26,921.0
6,1,A1,80.0,6062-6085,2020-06-26,921.0
6,4,A1,288.0,6087-6104,2020-06-26,921.0
3,55,A1,29.0,3015-3066,2020-06-27,219.0
3,34,A1,23.9,3075-3087,2020-06-27,219.0
3,48,A1,23.6,3090-3105,2020-06-27,219.0
4,39,A1,53.2,4021-4048,2020-06-27,219.0
4,23,A1,52.2,4050-4061,2020-06-27,219.0
4,9,A1,26.1,4067-4077,2020-06-27,219.0
4,47,A1,26.5,4088-4116,2020-06-27,219.0
4,6,A1,31.3,4117-4120,2020-06-27,219.0
6,1,A1,289.0,6019-6056,2020-06-27,219.0
6,1,A1,300.0,6062-6085,2020-06-27,219.0
6,4,A1,75.7,6087-6104,2020-06-27,219.0
3,55,A1,31.5,3015-3066,2020-06-27,921.0
3,34,A1,37.1,3075-3087,2020-06-27,921.0
3,48,A1,32.1,3090-3105,2020-06-27,921.0
4,39,A1,56.2,4021-4048,2020-06-27,921.0
4,23,A1,41.4,4050-4061,2020-06-27,921.0
4,9,A1,24.7,4067-4077,2020-06-27,921.0
4,47,A1,28.9,4088-4116,2020-06-27,921.0
4,6,A1,29.7,4117-4120,2020-06-27,921.0
6,1,A1,41.5,6019-6056,2020-06-27,921.0
6,1,A1,56.8,6062-6085,2020-06-27,921.0
6,4,A1,142.0,6087-6104,2020-06-27,921.0
3,55,A1,31.1,3015-3066,2020-06-28,219.0
3,34,A1,37.2,3075-3087,2020-06-28,219.0
3,48,A1,38.7,3090-3105,2020-06-28,219.0
4,39,A1,38.2,4021-4048,2020-06-28,219.0
4,23,A1,31.9,4050-4061,2020-06-28,219.0
4,9,A1,31.7,4067-4077,2020-06-28,219.0
4,47,A1,34.2,4088-4116,2020-06-28,219.0
4,6,A1,38.4,4117-4120,2020-06-28,219.0
6,1,A1,263.6,6019-6056,2020-06-28,219.0
6,1,A1,35.4,6062-6085,2020-06-28,219.0
6,4,A1,31.5,6087-6104,2020-06-28,219.0
3,55,A1,31.0,3015-3066,2020-06-28,921.0
3,34,A1,31.0,3075-3087,2020-06-28,921.0
3,48,A1,42.1,3090-3105,2020-06-28,921.0
4,39,A1,31.3,4021-4048,2020-06-28,921.0
4,23,A1,45.4,4050-4061,2020-06-28,921.0
4,9,A1,27.3,4067-4077,2020-06-28,921.0
4,6,A1,36.8,4117-4120,2020-06-28,921.0
6,1,A1,42.7,6019-6056,2020-06-28,921.0
6,1,A1,231.0,6062-6085,2020-06-28,921.0
6,4,A1,40.3,6087-6104,2020-06-28,921.0
3,55,A1,33.7,3015-3066,2020-06-29,219.0
3,34,A1,34.0,3075-3087,2020-06-29,219.0
3,38,A1,36.1,3090-3105,2020-06-29,219.0
4,39,A1,32.0,4021-4048,2020-06-29,219.0
4,23,A1,36.2,4050-4061,2020-06-29,219.0
4,9,A1,28.7,4067-4077,2020-06-29,219.0
4,6,A1,35.3,4117-4120,2020-06-29,219.0
6,1,A1,48.9,6019-6056,2020-06-29,219.0
6,1,A1,39.7,6062-6085,2020-06-29,219.0
6,4,A1,55.8,6087-6104,2020-06-29,219.0
3,41,A1,32.3,,2020-06-29,921.0
3,55,A1,31.7,,2020-06-29,921.0
3,34,A1,35.6,,2020-06-29,921.0
3,38,A1,36.3,,2020-06-29,921.0
4,39,A1,37.3,,2020-06-29,921.0
4,23,A1,35.6,,2020-06-29,921.0
4,9,A1,32.0,,2020-06-29,921.0
6,1,A1,120.8,,2020-06-29,921.0
6,5,Я,29.1,,2020-06-29,921.0
6,1,A1,35.0,,2020-06-29,921.0
6,4,A1,32.5,,2020-06-29,921.0
3,41,A1,33.9,3015-3020,2020-06-30,219.0
3,55,A1,32.5,3028-3070,2020-06-30,219.0
3,34,A1,38.4,3075-3087,2020-06-30,219.0
3,38,A1,38.5,3091-3098,2020-06-30,219.0
4,39,A1,71.6,4024-4048,2020-06-30,219.0
4,23,A1,35.5,4050-4062,2020-06-30,219.0
4,9,A1,38.4,4064-4084,2020-06-30,219.0
6,1,A1,102.8,6018-6056,2020-06-30,219.0
6,5,A1,31.5,6057-6061,2020-06-30,219.0
6,1,A1,131.9,6062-6085,2020-06-30,219.0
6,4,A1,37.7,6086-6104,2020-06-30,219.0
3,41,A1,38.5,3015-3020,2020-06-30,921.0
3,55,A1,37.0,3028-3070,2020-06-30,921.0
3,34,A1,35.8,3075-3087,2020-06-30,921.0
3,38,A1,37.7,3091-3098,2020-06-30,921.0
4,39,A1,41.7,4024-4048,2020-06-30,921.0
4,23,A1,37.6,4050-4062,2020-06-30,921.0
4,9,A1,39.8,4064-4084,2020-06-30,921.0
6,1,A1,471.6,6018-6056,2020-06-30,921.0
6,5,A1,36.2,6057-6061,2020-06-30,921.0
6,1,A1,45.0,6062-6085,2020-06-30,921.0
6,4,A1,37.5,6086-6104,2020-06-30,921.0
3,41,A1,23.8,3015-3020,2020-07-01,219.0
3,55,A1,23.1,3028-3070,2020-07-01,219.0
3,34,A1,23.3,3075-3087,2020-07-01,219.0
3,38,A1,23.5,3091-3098,2020-07-01,219.0
4,39,A1,22.4,4024-4048,2020-07-01,219.0
4,23,A1,24.0,4050-4062,2020-07-01,219.0
4,9,A1,33.0,4064-4084,2020-07-01,219.0
6,1,A1,75.3,6018-6056,2020-07-01,219.0
6,5,A1,38.3,6057-6061,2020-07-01,219.0
6,1,A1,40.1,6062-6085,2020-07-01,219.0
6,4,A1,33.3,6086-6104,2020-07-01,219.0
3,41,A1,32.4,,2020-07-01,921.0
3,55,A1,32.2,,2020-07-01,921.0
3,34,A1,33.6,,2020-07-01,921.0
3,38,A1,33.5,,2020-07-01,921.0
4,39,A1,78.4,,2020-07-01,921.0
4,23,A1,72.1,,2020-07-01,921.0
4,9,A1,28.8,,2020-07-01,921.0
6,1,A1,293.0,,2020-07-01,921.0
6,5,A1,36.4,,2020-07-01,921.0
6,1,A1,243.0,,2020-07-01,921.0
6,4,A1,51.3,,2020-07-01,921.0
3,41,A1,29.5,3015-3020,2020-07-02,219.0
3,55,A1,31.9,3028-3070,2020-07-02,219.0
3,34,A1,32.9,3075-3087,2020-07-02,219.0
3,38,A1,27.5,3091-3098,2020-07-02,219.0
4,39,A1,286.0,4024-4048,2020-07-02,219.0
4,23,A1,233.0,4050-4062,2020-07-02,219.0
4,9,A1,28.3,4064-4084,2020-07-02,219.0
6,1,A1,215.0,6018-6056,2020-07-02,219.0
6,5,A1,26.3,6057-6061,2020-07-02,219.0
6,1,A1,232.0,6062-6085,2020-07-02,219.0
6,4,A1,50.7,6086-6104 рэко-порт;,2020-07-02,219.0
3,41,A1,28.9,3018-3024,2020-07-02,921.0
3,55,A1,29.0,3039-3070,2020-07-02,921.0
3,34,A1,31.1,3075-3087,2020-07-02,921.0
3,38,A1,31.7,3091-3103,2020-07-02,921.0
4,39,A1,35.9,4024-4048,2020-07-02,921.0
4,23,A1,50.4,4050-4062,2020-07-02,921.0
4,9,A1,31.5,4064-4088,2020-07-02,921.0
4,12,A1,29.7,4088-4092,2020-07-02,921.0
6,1,A1,172.8,6018-6056,2020-07-02,921.0
6,5,A1,35.1,6057-6061,2020-07-02,921.0
6,1,A1,189.0,6062-6085,2020-07-02,921.0
6,4,A1,157.0,6086-6104,2020-07-02,921.0
3,41,A1,25.6,3018-3024,2020-07-03,219.0
3,55,A1,27.7,3039-3070,2020-07-03,219.0
3,34,A1,32.7,3075-3087,2020-07-03,219.0
3,38,A1,30.0,3091-3103,2020-07-03,219.0
4,39,A1,59.8,4024-4048,2020-07-03,219.0
4,23,A1,42.4,4050-4062,2020-07-03,219.0
4,9,A1,25.6,4064-4088,2020-07-03,219.0
4,12,A1,24.8,4088-4092,2020-07-03,219.0
6,1,A1,248.0,6018-6056,2020-07-03,219.0
6,5,A1,25.7,6057-6061,2020-07-03,219.0
6,1,A1,290.0,6062-6085,2020-07-03,219.0
6,4,A1,78.9,6086-6104,2020-07-03,219.0
3,41,A1,41.0,3015-3022,2020-07-03,921.0
3,55,A1,32.5,3046-3070,2020-07-03,921.0
3,34,A1,41.4,3072-3090,2020-07-03,921.0
3,38,A1,27.7,3091-3104,2020-07-03,921.0
3,16,A1,37.0,3113-3118,2020-07-03,921.0
4,39,A1,31.3,4023-4048,2020-07-03,921.0
4,23,A1,38.1,4050-4062,2020-07-03,921.0
4,9,A1,29.4,4064-4088,2020-07-03,921.0
4,12,A1,36.0,4089-4094,2020-07-03,921.0
6,1,A1,70.9,6015-6048,2020-07-03,921.0
6,1,A1,124.7,6063-6085,2020-07-03,921.0
6,4,A1,35.8,6086-6104,2020-07-03,921.0
3,41,A1,33.3,3015-3022,2020-07-04,219.0
3,55,A1,39.7,3046-3070,2020-07-04,219.0
3,34,A1,34.7,3072-3090,2020-07-04,219.0
3,38,A1,29.3,3091-3104,2020-07-04,219.0
3,16,A1,32.8,3113-3118,2020-07-04,219.0
4,39,A1,39.9,4023-4048,2020-07-04,219.0
4,23,A1,31.5,4050-4062,2020-07-04,219.0
4,9,A1,35.0,4064-4088,2020-07-04,219.0
4,12,A1,39.2,4089-4094,2020-07-04,219.0
6,1,A1,73.1,6015-6048,2020-07-04,219.0
6,1,A1,296.0,6063-6085,2020-07-04,219.0
6,4,A1,225.0,6086-6104,2020-07-04,219.0
3,41,A1,35.9,3015-3022,2020-07-05,219.0
3,55,A1,35.7,3046-3070,2020-07-05,219.0
3,34,A1,39.3,3072-3090,2020-07-05,219.0
3,16,A1,35.0,3113-3118,2020-07-05,219.0
4,39,A1,37.6,4023-4048,2020-07-05,219.0
4,23,A1,34.9,4050-4062,2020-07-05,219.0
4,9,A1,38.3,4064-4088,2020-07-05,219.0
4,12,A1,42.3,4089-4094,2020-07-05,219.0
6,1,A1,94.1,6015-6048,2020-07-05,219.0
6,5,A1,40.5,6057-6062,2020-07-05,219.0
6,1,A1,27.3,6063-6085,2020-07-05,219.0
6,4,A1,54.8,6086-6104,2020-07-05,219.0
3,41,A1,35.4,3014-3032,2020-07-05,921.0
3,55,A1,36.6,3057-3070,2020-07-05,921.0
3,34,A1,33.7,3072-3094,2020-07-05,921.0
3,16,A1,37.0,3107-3118,2020-07-05,921.0
4,39,A1,36.1,4023-4048,2020-07-05,921.0
4,23,A1,38.8,4050-4062,2020-07-05,921.0
4,9,A1,37.4,4064-4088,2020-07-05,921.0
4,12,A1,34.2,4089-4098,2020-07-05,921.0
6,1,A1,234.1,6004-6056,2020-07-05,921.0
6,5,A1,33.9,6057-6062,2020-07-05,921.0
6,1,A1,150.3,6063-6085,2020-07-05,921.0
6,4,A1,35.2,6086-6104,2020-07-05,921.0
3,41,A1,32.4,3014-3032,2020-07-06,219.0
3,55,A1,31.6,3057-3070,2020-07-06,219.0
3,34,A1,33.1,3072-3094,2020-07-06,219.0
3,16,A1,33.4,3107-3118,2020-07-06,219.0
4,39,A1,31.4,4023-4048,2020-07-06,219.0
